track_name,lyrics,album_uri,album_name,album_img,album_release_date,album_release_year,album_popularity,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,track_popularity
Breathe,i see your face in my mind as i drive away cause none of us thought it was going to end that way people are people and sometimes we change our minds but it s killing me to see you go after all this time mm mm mm mm mm mm mm mm mm mm mm mm mm mm mm mm music starts playing like the end of a sad movie it s the kind of ending you don t really want to see cause it s tragedy and it ll only bring you down now i don t know what to be without you around and we know it s never simple never easy never a clean break no one here to save me you re the only thing i know like the back of my hand and i can t breathe without you but i have to breathe without you but i have to never wanted this never want to see you hurt every little bump in the road i tried to swerve but people are people and sometimes it doesn t work out nothing we say is gonna save us from the fall out it s 2 a m feeling like i just lost a friend hope you know it s not easy easy for me it s 2 a m feeling like i just lost a friend hope you know this ain t easy easy for me sorry sorry sorry yeah eh sorry sorry sorry sorry,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,6S9G7J3EB1ZY0rrZPwsBg5,0.502,0.483,C#,-7.203,major,0.0281,0.451,0,0.123,0.145,147.988,263987,4,C# major,48
Call It What You Want,my castle crumbled overnight i brought a knife to a gunfight they took the crown but it s alright all the liars are calling me one nobody s heard from me for months i m doin better than i ever was cause my baby s fit like a daydream walking with his head down i m the one he s walking to so call it what you want yeah call it what you want to my baby s fly like a jet stream high above the whole scene loves me like i m brand new so call it what you want yeah call it what you want to all my flowers grew back as thorns windows boarded up after the storm he built a fire just to keep me warm all the drama queens taking swings all the jokers dressing up as kings they fade to nothing when i look at him and i know i make the same mistakes every time bridges burn i never learn at least i did one thing right i did one thing right i m laughing with my lover makin forts under covers trust him like a brother yeah you know i did one thing right starry eyes sparkin up my darkest night my baby s fit like a daydream walking with his head down i m the one he s walking to so call it what you want yeah call it what you want to my baby s fly like a jet stream high above the whole scene loves me like i m brand new call it what you want call it what you want call it so call it what you want yeah call it what you want to i want to wear his initial on a chain round my neck chain round my neck not because he owns me but cause he really knows me which is more than they can say i i recall late november holdin my breath slowly i said you don t need to save me but would you run away with me yes would you run away my baby s fit like a daydream walking with his head down i m the one he s walking to call it what you want call it what you want call it so call it what you want yeah call it what you want to my baby s fly like a jet stream high above the whole scene loves me like i m brand new call it what you want call it what you want call it so call it what you want yeah call it what you want to call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want yeah call it what you want to,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,1GwMQaZz6Au3QLDbjbMdme,0.597,0.506,A,-9.897,major,0.114,0.197,9.82e-5,0.309,0.237,163.962,203507,4,A major,72
Change,and it s a sad picture the final blow hits you somebody else gets what you wanted again and you know it s all the same another time and place repeating history and you re getting sick of it but i believe in whatever you do and i ll do anything to see it through because these things will change can you feel it now these walls that they put up to hold us back will fall down this revolution the time will come for us to finally win and we ll sing hallelujah we ll sing hallelujah oh oh so we ve been outnumbered raided and now cornered it s hard to fight when the fight ain t fair we re getting stronger now finding things they never found they might be bigger but we re faster and never scared you can walk away say we don t need this but there s something in your eyes says we can beat this cause these things will change can you feel it now these walls that they put up to hold us back will fall down this revolution the time will come for us to finally win and we ll sing hallelujah we ll sing hallelujah oh oh tonight we stand get off our knees fight for what we ve worked for all these years and the battle was long it s the fight of our lives but we ll stand up champions tonight it was the night things changed can you see it now these walls that they put up to hold us back fell down it s a revolution throw your hands up cause we never gave in and we ll sing hallelujah we sang hallelujah hallelujah,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,0RdcBnAXyH2YZZvcBVu2k6,0.534,0.731,F,-4.157,major,0.0336,0.00391,0,0.128,0.234,96.034,281053,4,F major,44
Clean,the drought was the very worst when the flowers that we d grown together died of thirst it was months and months of back and forth you re still all over me like a wine stained dress i can t wear anymore hung my head as i lost the war and the sky turned black like a perfect storm rain came pouring down when i was drowning that s when i could finally breathe and by morning gone was any trace of you i think i am finally clean there was nothing left to do when the butterflies turned to dust that covered my whole room so i punched a hole in the roof let the flood carry away all my pictures of you the water filled my lungs i screamed so loud but no one heard a thing rain came pouring down when i was drowning that s when i could finally breathe and by morning gone was any trace of you i think i am finally clean i think i am finally clean ten months sober i must admit just because you re clean don t mean you don t miss it ten months older i won t give in now that i m clean i m never gonna risk it the drought was the very worst when the flowers that we d grown together died of thirst rain came pouring down when i was drowning that s when i could finally breathe and by morning gone was any trace of you i think i am finally clean rain came pouring down when i was drowning that s when i could finally breathe and by morning gone was any trace of you and i think i am finally clean,4uUAUqIfSomFTbbjGp3TYp,1989,https://i.scdn.co/image/d6c5c97ebdab865796bfe6df314399de09ad192a,2014-10-27,2014-10-27,44,1x6NaAEZYYGO95PekFcu5C,0.81,0.38,E,-7.755,major,0.035,0.242,0,0.113,0.211,103.981,271e3,4,E major,29
Cold As You,you have a way of coming easily to me and when you take you take the very best of me so i start a fight cause i need to feel something and you do what you want cause i m not what you wanted oh what a shame what a rainy ending given to a perfect day just walk away no use defending words that you will never say and now that i m sitting here thinking it through i ve never been anywhere cold as you you put up walls and paint them all a shade of gray and i stood there loving you and wished them all away and you come away with a great little story of a mess of a dreamer with the nerve to adore you oh what a shame what a rainy ending given to a perfect day just walk away no use defending words that you will never say and now that i m sitting here thinking it through i ve never been anywhere cold as you you never did give a damn thing honey but i cried cried for you and i know you wouldn t have told nobody if i died died for you died for you oh what a shame what a rainy ending given to a perfect day every smile you fake is so condescending counting all the scars you made and now that i m sitting here thinking it through i ve never been anywhere cold as you,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://i.scdn.co/image/9f531a0aee2a96f2666774352b2cfb9284938dc3,2006-10-24,2006-10-24,61,7an1exwMnfYRcdVQm0yDev,0.414,0.489,F,-5.651,major,0.0251,0.272,0,0.112,0.35,175.662,239013,4,F major,49
Come Back... Be Here,you said it in a simple way 4 am the second day how strange that i don t know you at all stumbled through the long goodbye one last kiss then catch your flight right when i was just about to fall i told myself don t get attached but in my mind i play it back spinning faster than the plane that took you and this is when the feeling sinks in i don t wanna miss you like this come back be here come back be here i guess you re in new york today i don t wanna need you this way come back be here come back be here the delicate beginning rush the feeling you can know so much without knowing anything at all and now that i can put this down if i had known what i know now i never would have played so nonchalant taxi cabs and busy streets that never bring you back to me i can t help but wish you took me with you and this is when the feeling sinks in i don t wanna miss you like this come back be here come back be here i guess you re in london today i don t wanna need you this way come back be here come back be here this is falling in love in the cruelest way this is falling for you and you are worlds away new york be here but you re in london and i break down cause it s not fair that you re not around i don t wanna miss you like this come back be here come back be here,3wIMFmK0VylpfH0tm6nEeU,Red,https://i.scdn.co/image/d2e3717dba253e1d02aeff23d3e184a3bc1fcfaa,2012-10-22,2012-10-22,64,4KiDinOqlkARDYvoUOrl0j,0.491,0.565,E,-6.321,major,0.0266,0.00498,4.29e-6,0.104,0.219,79.93,223920,4,E major,48
Come In With The Rain,i ve been counting days and i ve been being patient about a little thing called love crossing all my fingers letting my heart linger trying to get some help from up above i don t want to jinx my luck i ve left it all behind me and i ve been hoping every day that someday you will find me so i cross my heart and hope for you knock on wood and rope the moon i ll pray for you and me and hope i m right and i wait around that old wishing well you never know if time will tell i cross my heart and hope for you tonight dreaming of you baby i ve been thinking maybe there is something i can do cause i ve been on the verge of running around in circles baby all i want is you do you believe in miracles please tell me if you ve seen one i d like to know just where to go because i think i need one,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,4pl5zcqCv4vc3cB7M4MZ6f,0.517,0.448,G,-6.16,major,0.0258,0.118,2.56e-6,0.212,0.231,143.952,238107,4,G major,46
Dancing With Our Hands Tied,i i loved you in secret first sight yeah we love without reason oh twenty five years old oh how were you to know and my my love had been frozen deep blue but you painted me golden oh and you held me close oh how was i to know i could ve spent forever with your hands in my pockets picture of your face in an invisible locket you said there was nothing in the world that could stop it i had a bad feeling and darling you had turned my bed into a sacred oasis people started talking putting us through our paces i knew there was no one in the world who could take it i had a bad feeling but we were dancing dancing with our hands tied hands tied yeah we were dancing like it was the first time first time yeah we were dancing dancing with our hands tied hands tied yeah we were dancing and i had a bad feeling but we were dancing i i loved you in spite of deep fears that the world would divide us so baby can we dance oh through an avalanche and say say that we got it i m a mess but i m the mess that you wanted oh cause it s gravity oh keeping you with me i could ve spent forever with your hands in my pockets picture of your face in an invisible locket you said there was nothing in the world that could stop it i had a bad feeling but we were dancing dancing with our hands tied hands tied yeah we were dancing like it was the first time first time yeah we were dancing dancing with our hands tied hands tied yeah we were dancing knew we had our hands tied and i had a bad feeling but we were dancing i d kiss you as the lights went out swaying as the room burned down i d hold you as the water rushes in if i could dance with you again i d kiss you as the lights went out swaying as the room burned down i d hold you as the water rushes in if i could dance with you again again dancing with our hands tied hands tied oh yeah we were dancing like it was the first time first time yeah we were dancing oh dancing with our hands tied hands tied dancing with our hands tied yeah we were dancing and i had a bad feeling had a bad feeling but we were dancing hands tied hands tied dancing,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,7I7JbDv63ZJJsSi24DyJrz,0.62,0.696,C,-6.523,minor,0.22,0.0667,9.11e-6,0.138,0.242,160.02,211507,4,C minor,69
Dear John,long were the nights when my days once revolved around you counting my footsteps praying the floor won t fall through again my mother accused me of losing my mind but i swore i was fine you paint me a blue sky then go back and turn it to rain and i lived in your chess game but you changed the rules everyday wonderin which version of you i might get on the phone tonight well i stopped pickin up and this song is to let you know why dear john i see it all now that you re gone don t you think i was too young to be messed with the girl in the dress cried the whole way home i shoulda known well maybe it s me and my blind optimism to blame or maybe it s you and your sick need to give love and take it away and you ll add my name to your long list of traitors who don t understand and i look back in regret how i ignored when they said run as fast as you can dear john i see it all now that you re gone don t you think i was too young to be messed with the girl in the dress cried the whole way home dear john i see it all now it was wrong don t you think nineteen s too young to be played by your dark twisted games when i loved you so i shoulda known you are an expert at sorry and keeping the lines blurry never impressed by me acing your tests all the girls that you ve run dry have tired lifeless eyes cause you burned them out but i took your matches before fire could catch me so don t look now i m shining like fireworks over your sad empty town yeah oh oh oh oh oh oh dear john i see it all now that you re gone don t you think i was too young to be messed with the girl in the dress cried the whole way home i see it all now that you re gone don t you think i was too young to be messed with the girl in the dress wrote you a song you shoulda known you shoulda known don t you think i was too young you shoulda known,5MfAxS5zz8MlfROjGQVXhy,Speak Now,https://i.scdn.co/image/7c6317c312d12c72bb9f7c06ccd57e23bba178ea,2010-01-01,2010-01-01,58,7hZuICN5eaCuQyp443RCt6,0.587,0.474,E,-5.195,major,0.0264,0.167,2.33e-6,0.109,0.107,119.434,403920,3,E major,46
Delicate,this ain t for the best my reputation s never been worse so you must like me for me we can t make any promises now can we babe but you can make me a drink dive bar on the east side where you at phone lights up my nightstand in the black come here you can meet me in the back dark jeans and your nikes look at you oh damn never seen that color blue just think of the fun things we could do cause i like you this ain t for the best my reputation s never been worse so you must like me for me yeah i want you we can t make any promises now can we babe but you can make me a drink is it cool that i said all that is it chill that you re in my head cause i know that it s delicate delicate is it cool that i said all that is it too soon to do this yet cause i know that it s delicate isn t it isn t it isn t it isn t it isn t it isn t it isn t it isn t it delicate third floor on the west side me and you handsome you re a mansion with a view do the girls back home touch you like i do long night with your hands up in my hair echoes of your footsteps on the stairs stay here honey i don t wanna share cause i like you this ain t for the best my reputation s never been worse so you must like me for me yeah i want you we can t make any promises now can we babe but you can make me a drink is it cool that i said all that is it chill that you re in my head cause i know that it s delicate delicate is it cool that i said all that is it too soon to do this yet cause i know that it s delicate isn t it isn t it isn t it isn t it isn t it isn t it isn t it isn t it delicate sometimes i wonder when you sleep are you ever dreaming of me sometimes when i look into your eyes i pretend you re mine all the damn time cause i like you is it cool that i said all that is it chill that you re in my head cause i know that it s delicate delicate yeah i want you is it cool that i said all that is it too soon to do this yet cause i know that it s delicate delicate cause i like you is it cool that i said all that isn t it isn t it isn t it isn t it is it chill that you re in my head isn t it isn t it isn t it isn t it cause i know that it s delicate isn t it isn t it isn t it isn t it yeah i want you is it cool that i said all that isn t it isn t it isn t it isn t it is it too soon to do this yet isn t it isn t it isn t it cause i know that it s delicate isn t it delicate,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,6NFyWDv5CjfwuzoCkw47Xf,0.745,0.41,A,-10.212,minor,0.0779,0.228,3.83e-4,0.0906,0.0596,95.022,232253,4,A minor,83
Don’t Blame Me,here in my mind the sky looks the same on every day you loved me when we started home it started to rain you put your coat around me we stood there in the road you held me so close but did you ever let go down came the rain lightning and thunder we tried in vain to hold on to each other winds of change blew you away from me right here right now i feel it on my skin the bitter sting of what we could ve been just when our love was like a burning flame down came the rain in through the window i see her with you i m soaked to the skin you re warm and dry i guess the storm is over for you but look at the tears here in my eyes i just stood there like a ghost as you held her so close and as i let you go down came the rain lightning and thunder we tried in vain to hold on to each other winds of change blew you away from me love like this changes who you are every kiss you gave me is a scar just when our love was like a burning flame down came the rain all i need is to move on fast but all i want is to have you back and it just keeps falling down came the rain lightning and thunder we tried in vain to hold on to each other winds of change blew you away from me right here right now i feel it on my skin the bitter sting of what we could ve been just when our love was like a burning flame down came the rain down came the rain,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,1R0a2iXumgCiFb7HEZ7gUE,0.622,0.545,A,-6.689,minor,0.0361,0.103,2.16e-5,0.0637,0.213,135.868,236413,4,A minor,71
Dress,our secret moments in a crowded room they got no idea about me and you there is an indentation in the shape of you made your mark on me a golden tattoo all of this silence and patience pining and anticipation my hands are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha ha ah say my name and everything just stops i don t want you like a best friend only bought this dress so you could take it off take it oh ha ha ha ah carve your name into my bedpost cause i don t want you like a best friend only bought this dress so you could take it off take it oh ha ha ha ah inescapable i m not even gonna try and if i get burned at least we were electrified i m spilling wine in the bathtub you kiss my face and we re both drunk everyone thinks that they know us but they know nothing about all of this silence and patience pining and anticipation my hands are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha ha ah say my name and everything just stops i don t want you like a best friend only bought this dress so you could take it off take it oh ha ha ha ah carve your name into my bedpost cause i don t want you like a best friend only bought this dress so you could take it off take it oh ha ha ha ah ah ha ah ah ha ah ah ah only bought this dress so you could take it off ha ah ah ha ah ah ha ah ah ah only bought this dress so you could take it off flashback when you met me your buzzcut and my hair bleached even in my worst times you could see the best of me flashback to my mistakes my rebounds my earthquakes even in my worst lies you saw the truth in me and i woke up just in time now i wake up by your side my one and only my lifeline i woke up just in time now i wake up by your side my hands shake i can t explain this ah ha ha ha ah say my name and everything just stops i don t want you like a best friend only bought this dress so you could take it off take it oh ha ha ha ah carve your name into my bedpost cause i don t want you like a best friend only bought this dress so you could take it off take it oh ha ha ha ah there is an indentation in the shape of you only bought this dress so you could take it off you made your mark on me golden tattoo only bought this dress so you could take it off,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,6oVxXO5oQ4pTpO8RSnkzvv,0.719,0.476,C,-8.76,major,0.0562,0.0348,0,0.185,0.0845,119.931,230373,4,C major,68
Enchanted,there i was again tonight forcing laughter faking smiles same old tired lonely place walls of insincerity shifting eyes and vacancy vanished when i saw your face all i can say is it was enchanting to meet you your eyes whispered have we met across the room your silhouette starts to make its way to me the playful conversation starts counter all your quick remarks like passing notes in secrecy and it was enchanting to meet you all i can say is i was enchanted to meet you this night is sparkling don t you let it go i m wonderstruck blushing all the way home i ll spend forever wondering if you knew i was enchanted to meet you the lingering question kept me up 2am who do you love i wonder til i m wide awake and now i m pacing back and forth wishing you were at my door i d open up and you would say hey it was enchanting to meet you all i know is i was enchanted to meet you this night is sparkling don t you let it go i m wonderstruck blushing all the way home i ll spend forever wondering if you knew this night is flawless don t you let it go i m wonderstruck dancing around all alone i ll spend forever wondering if you knew i was enchanted to meet you this is me praying that this was the very first page not where the storyline ends my thoughts will echo your name until i see you again these are the words i held back as i was leaving too soon i was enchanted to meet you please don t be in love with someone else please don t have somebody waiting on you please don t be in love with someone else please don t have somebody waiting on you this night is sparkling don t you let it go i m wonderstruck blushing all the way home i ll spend forever wondering if you knew this night is flawless don t you let it go i m wonderstruck dancing around all alone i ll spend forever wondering if you knew i was enchanted to meet you please don t be in love with someone else please don t have somebody waiting on you,5MfAxS5zz8MlfROjGQVXhy,Speak Now,https://i.scdn.co/image/7c6317c312d12c72bb9f7c06ccd57e23bba178ea,2010-01-01,2010-01-01,58,10eBRyImhfqVvkiVEGf0N0,0.454,0.618,G#,-3.767,major,0.0283,0.0827,2.71e-4,0.163,0.256,163.84,352187,4,G# major,58
